Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
AMZN,2168.87,Put,2000.00,05/15/20,32,41.45,44.6,47.75,43.76,782,551,1.42,44.18%,04/13/20
ZM,135.92,Put,110.00,04/17/20,4,0.55,0.58,0.60,0.55,6184,4370,1.42,137.51%,04/13/20
APHA,3.47,Call,3.50,04/17/20,4,0.30,0.32,0.35,0.35,1482,1053,1.41,251.21%,04/13/20
AAPL,273.25,Call,270.00,05/01/20,18,12.65,13.05,13.45,13.05,2474,1753,1.41,46.78%,04/13/20
BAC,23.92,Call,29.00,05/15/20,32,0.22,0.24,0.25,0.23,6858,4858,1.41,53.53%,04/13/20
TWTR,27.21,Put,19.00,05/15/20,32,0.18,0.21,0.23,0.21,552,393,1.4,86.61%,04/13/20
MGM,13.91,Call,14.00,04/24/20,11,1.02,1.15,1.28,1.20,622,445,1.4,128.76%,04/13/20
TSLA,650.95,Put,450.00,04/24/20,11,2.25,2.58,2.90,2.89,994,712,1.4,133.06%,04/13/20
WYNN,69.3,Put,50.00,05/15/20,32,2.28,2.57,2.86,2.77,1460,1041,1.4,136.48%,04/13/20
DAL,23.25,Call,26.00,04/17/20,4,0.43,0.45,0.47,0.44,4195,2993,1.4,137.06%,04/13/20
AAPL,273.25,Call,262.50,04/17/20,4,11.95,12.25,12.55,11.95,4420,3166,1.4,42.17%,04/13/20
ZM,135.92,Call,130.00,04/17/20,4,9.30,9.65,10.00,9.79,4438,3176,1.4,115.09%,04/13/20
MSFT,165.51,Put,162.50,04/17/20,4,1.55,1.68,1.80,1.55,7195,5124,1.4,41.04%,04/13/20
DHI,38.63,Call,45.00,01/15/21,277,4.50,4.78,5.05,4.70,507,366,1.39,50.82%,04/13/20
STOR,17.74,Put,15.00,05/15/20,32,0.70,0.77,0.85,0.85,622,448,1.39,100.08%,04/13/20
NVDA,269.85,Put,257.50,04/17/20,4,2.49,2.9,3.30,2.87,642,463,1.39,68.06%,04/13/20
NCLH,11.36,Put,9.00,04/17/20,4,0.25,0.28,0.30,0.25,1505,1080,1.39,243.16%,04/13/20
BA,147.33,Call,185.00,04/17/20,4,0.21,0.22,0.23,0.21,4428,3194,1.39,113.66%,04/13/20
PCG,11.6,Call,12.00,04/17/20,4,0.29,0.35,0.40,0.35,1345,977,1.38,106.66%,04/13/20
AMC,2.08,Call,2.00,06/19/20,67,0.75,0.85,0.95,0.85,1397,1015,1.38,242.12%,04/13/20
BA,147.33,Put,115.00,04/17/20,4,0.45,0.46,0.48,0.47,1629,1177,1.38,148.16%,04/13/20
CDE,4.21,Call,8.00,09/18/20,158,0.20,0.25,0.30,0.25,514,374,1.37,91.16%,04/13/20
VZ,56.67,Put,57.00,04/17/20,4,0.81,0.85,0.89,0.80,891,651,1.37,26.39%,04/13/20
CVX,84.91,Call,75.00,01/15/21,277,15.35,17.03,18.70,17.35,893,654,1.37,40.77%,04/13/20
AMC,2.08,Put,1.50,04/24/20,11,0.20,0.23,0.25,0.25,2437,1777,1.37,403.83%,04/13/20
PTON,31.99,Call,32.00,04/17/20,4,1.36,1.42,1.48,1.40,4155,3026,1.37,105.03%,04/13/20
GOLD,24.37,Call,24.00,04/17/20,4,0.92,0.94,0.95,0.95,1257,926,1.36,74.12%,04/13/20
AGNC,12.18,Put,3.00,01/15/21,277,0.05,0.16,0.27,0.19,1406,1034,1.36,113.80%,04/13/20
NFLX,396.72,Put,355.00,04/17/20,4,0.62,0.76,0.90,0.75,1472,1086,1.36,69.54%,04/13/20
AAL,11.56,Put,10.00,04/24/20,11,0.56,0.64,0.71,0.71,1898,1391,1.36,181.99%,04/13/20
AAPL,273.25,Put,240.00,04/24/20,11,0.90,1,1.09,0.94,2090,1534,1.36,54.56%,04/13/20
AMRN,6.39,Call,10.00,05/15/20,32,0.20,0.22,0.24,0.20,2178,1603,1.36,133.18%,04/13/20
BAC,23.92,Put,21.00,04/24/20,11,0.39,0.42,0.44,0.42,2215,1625,1.36,92.35%,04/13/20
WORK,24.96,Call,25.50,04/17/20,4,0.50,0.55,0.60,0.55,705,522,1.35,74.93%,04/13/20
AAL,11.56,Call,12.00,05/01/20,18,0.27,1.05,1.82,1.55,796,588,1.35,169.47%,04/13/20
NFLX,396.72,Call,430.00,04/17/20,4,1.08,1.2,1.32,1.18,1519,1129,1.35,59.32%,04/13/20
DIS,103.5,Call,106.00,04/17/20,4,1.27,1.36,1.44,1.41,1642,1220,1.35,56.12%,04/13/20
TWTR,27.21,Call,27.50,04/17/20,4,0.63,0.67,0.70,0.69,2810,2078,1.35,72.24%,04/13/20
AMRN,6.39,Call,6.00,04/17/20,4,0.73,0.76,0.78,0.77,9570,7097,1.35,214.15%,04/13/20
AMT,249.76,Call,270.00,07/17/20,95,9.90,11.6,13.30,11.87,588,438,1.34,38.05%,04/13/20
DAL,23.25,Call,26.00,05/01/20,18,1.00,1.23,1.46,1.23,663,495,1.34,108.01%,04/13/20
NCLH,11.36,Call,12.00,04/17/20,4,0.60,0.65,0.70,0.60,909,677,1.34,181.27%,04/13/20
BABA,199.44,Call,210.00,04/24/20,11,0.80,1,1.20,1.10,1091,812,1.34,32.03%,04/13/20
ITUB,4.62,Put,4.00,05/15/20,32,0.10,0.18,0.25,0.20,1545,1153,1.34,87.71%,04/13/20
OXY,15.33,Call,19.00,04/17/20,4,0.09,0.11,0.12,0.12,2174,1621,1.34,154.98%,04/13/20
AAPL,273.25,Put,252.50,04/17/20,4,0.60,0.65,0.70,0.60,3827,2861,1.34,55.32%,04/13/20
BABA,199.44,Call,205.00,04/17/20,4,1.13,1.17,1.21,1.17,11943,8922,1.34,37.94%,04/13/20
INTC,58.7,Call,61.00,04/17/20,4,0.35,0.4,0.45,0.34,813,610,1.33,45.48%,04/13/20
WMT,125.3,Call,126.00,04/17/20,4,1.50,1.57,1.64,1.61,877,658,1.33,36.81%,04/13/20
AAL,11.56,Put,12.50,04/24/20,11,1.80,1.87,1.94,1.92,892,673,1.33,169.17%,04/13/20
GOLD,24.37,Call,28.00,06/19/20,67,1.06,1.1,1.14,1.11,1162,872,1.33,56.07%,04/13/20
DIS,103.5,Put,86.00,05/01/20,18,0.93,1.16,1.39,1.00,1408,1055,1.33,74.07%,04/13/20
AAPL,273.25,Put,245.00,04/24/20,11,1.13,1.28,1.42,1.32,1492,1118,1.33,52.54%,04/13/20
AMD,50.94,Call,53.00,04/24/20,11,1.20,1.26,1.32,1.30,1639,1234,1.33,60.29%,04/13/20
ALNY,119.01,Call,135.00,05/15/20,32,1.55,2.48,3.40,1.65,2032,1523,1.33,45.71%,04/13/20
CHWY,40.24,Call,55.00,05/15/20,32,0.15,0.2,0.25,0.15,2128,1597,1.33,61.30%,04/13/20
TSLA,650.95,Call,570.00,04/17/20,4,79.65,83.78,87.90,84.00,2540,1908,1.33,98.87%,04/13/20
JPM,98.19,Call,100.00,04/17/20,4,2.84,3,3.15,3.00,6304,4746,1.33,92.61%,04/13/20
OXY,15.33,Put,12.00,04/24/20,11,0.34,0.37,0.40,0.39,604,459,1.32,160.35%,04/13/20
FAST,32.27,Put,30.00,05/15/20,32,1.25,1.38,1.50,1.35,793,601,1.32,63.33%,04/13/20
MU,46.17,Call,45.50,04/17/20,4,1.64,1.71,1.78,1.67,1020,772,1.32,68.13%,04/13/20
AAL,11.56,Put,7.00,04/24/20,11,0.05,0.11,0.16,0.16,1130,854,1.32,223.94%,04/13/20
SQ,59.42,Call,60.00,05/15/20,32,5.05,5.18,5.30,5.21,1560,1185,1.32,77.63%,04/13/20
AMZN,2168.87,Call,2050.00,06/19/20,67,200.30,206.03,211.75,209.00,2029,1535,1.32,38.43%,04/13/20
MFA,1.86,Put,2.00,04/17/20,4,0.30,0.32,0.35,0.30,3222,2432,1.32,278.07%,04/13/20
"Downloaded from Barchart.com as of 04-14-2020 07:25am CDT"
